,price,sqft_living,sqft_lot,floors,waterfront,view,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,bath_0.75,bath_1.0,bath_1.25,bath_1.5,bath_1.75,bath_2.0,bath_2.25,bath_2.5,bath_2.75,bath_3.0,bath_3.25,bath_3.5,cond_2,cond_3,cond_4,cond_5,bed_2,bed_3,bed_4,bed_5,bed_6,bed_7,bed_8,bed_9,bed_10,bed_11
11805,236000.0,2000,5827,2.0,0.0,0.0,2000,0.0,1997,0.0,98038,1710,6929,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11811,280000.0,1358,1141,3.0,0.0,0.0,1358,0.0,2007,0.0,98133,1358,1196,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11812,225000.0,1750,7490,1.0,0.0,0.0,1180,570.0,1979,0.0,98042,1570,7490,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11816,164000.0,1530,4875,2.0,0.0,0.0,1530,0.0,1977,0.0,98042,1470,4875,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11823,229000.0,810,5100,1.0,0.0,0.0,810,0.0,1955,0.0,98133,1500,5100,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11833,222900.0,1110,6411,1.0,0.0,0.0,1110,0.0,1944,0.0,98178,1150,6504,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11840,314950.0,1890,9623,1.0,0.0,0.0,1290,600.0,1969,0.0,98001,1510,9711,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
11842,300000.0,1590,8911,1.0,0.0,0.0,1590,0.0,1956,0.0,98028,1590,9625,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11844,222500.0,990,10125,1.0,0.0,0.0,990,0.0,1972,0.0,98042,1360,10125,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11845,275000.0,1300,8099,1.0,0.0,0.0,1080,220.0,1976,0.0,98056,1270,8099,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11848,297000.0,1840,8234,2.0,0.0,0.0,1840,0.0,1994,0.0,98003,1940,7601,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11852,238000.0,530,6350,1.0,0.0,0.0,530,0.0,1941,0.0,98103,1200,6350,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11853,234550.0,1990,15375,1.0,0.0,0.0,1140,850.0,1946,0.0,98168,1160,10236,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11854,230500.0,1690,7245,1.0,0.0,1.0,1160,530.0,1973,0.0,98003,1690,6720,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11868,162000.0,1810,6750,1.0,0.0,0.0,1280,530.0,1978,0.0,98023,1690,7770,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11872,311000.0,1400,7880,1.0,0.0,0.0,1000,400.0,1981,0.0,98056,1400,7279,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11875,185000.0,1510,17040,1.0,0.0,0.0,1510,0.0,1975,0.0,98001,1520,14000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11876,260000.0,1610,7423,2.0,0.0,0.0,1610,0.0,1990,0.0,98042,1530,8102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11878,225205.0,1200,7220,1.0,0.0,0.0,1200,0.0,1977,0.0,98030,1200,7200,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11890,282000.0,1610,6000,2.0,0.0,0.0,1610,0.0,1993,0.0,98038,1570,6000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11894,209977.0,1170,6134,1.0,0.0,0.0,1170,0.0,1948,0.0,98168,1440,9823,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11895,174000.0,900,13531,1.0,0.0,0.0,900,0.0,1979,0.0,98001,1767,8308,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11903,230000.0,880,7500,1.0,0.0,0.0,880,0.0,1978,0.0,98198,880,7500,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11918,312000.0,1160,8625,1.0,0.0,0.0,1160,0.0,1941,0.0,98106,960,5750,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11920,313000.0,2190,8000,1.0,0.0,0.0,2190,0.0,1967,0.0,98023,1980,8000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11923,242000.0,2240,7620,1.0,0.0,0.0,1120,1120.0,1966,0.0,98146,1080,7620,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11931,213800.0,740,5200,1.0,0.0,0.0,740,0.0,1952,0.0,98056,750,5200,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11940,184000.0,970,14850,1.0,0.0,0.0,970,0.0,1968,0.0,98001,1410,14850,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11942,309500.0,1250,7320,1.0,0.0,0.0,1250,0.0,1968,0.0,98059,1770,7320,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11944,215000.0,710,7200,1.0,0.0,0.0,710,0.0,1943,0.0,98178,960,7200,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11958,205000.0,2200,13320,1.0,0.0,0.0,1100,1100.0,1944,0.0,98168,1330,6099,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11961,313999.0,1870,4198,2.0,0.0,0.0,1870,0.0,2008,0.0,98038,1870,4184,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11962,300000.0,2070,7225,1.0,0.0,0.0,1690,380.0,1979,0.0,98042,2070,7400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11965,288000.0,1410,40500,1.0,0.0,0.0,1410,0.0,1961,0.0,98092,1570,40500,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11966,227490.0,1820,7194,1.0,0.0,0.0,1820,0.0,1967,0.0,98003,1420,7560,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11972,291000.0,2350,8636,1.0,0.0,0.0,1550,800.0,1962,0.0,98118,1500,7366,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
11973,190000.0,1200,10458,1.0,0.0,0.0,1200,0.0,1961,0.0,98023,1160,9000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11975,225000.0,1290,8470,1.0,0.0,0.0,970,320.0,1966,0.0,98023,1300,7350,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11985,280000.0,1880,6288,1.0,0.0,0.0,1120,760.0,1974,0.0,98178,1880,6334,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11987,314950.0,1760,9732,1.0,0.0,0.0,1760,0.0,1996,0.0,98022,1910,9231,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11988,209900.0,1180,3003,2.0,0.0,0.0,1180,0.0,2005,0.0,98038,1310,3003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11992,230000.0,1400,6956,1.0,0.0,0.0,1400,0.0,1957,0.0,98031,1400,9375,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12005,269900.0,1740,9672,1.0,0.0,0.0,1110,630.0,1963,0.0,98031,1640,9600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12017,290000.0,1460,7980,1.0,0.0,0.0,1460,0.0,1972,0.0,98028,1920,7980,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12018,158000.0,990,8925,1.0,0.0,0.0,990,0.0,1962,0.0,98003,1360,8625,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12022,261500.0,1740,6992,2.0,0.0,0.0,1740,0.0,1990,0.0,98042,1260,6825,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12023,278000.0,2290,3777,2.0,0.0,0.0,2290,0.0,2004,0.0,98198,1480,3608,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12040,252000.0,1420,6788,2.0,0.0,0.0,1420,0.0,1990,0.0,98023,1790,6607,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12043,312500.0,870,7227,1.0,0.0,0.0,870,0.0,1948,0.0,98133,1250,7252,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12044,260000.0,1830,5375,1.0,0.0,0.0,1060,770.0,1962,0.0,98198,1040,7500,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
12045,209950.0,2290,9600,1.0,0.0,0.0,2290,0.0,1967,0.0,98042,1310,9600,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12052,290000.0,2340,7200,1.0,0.0,0.0,1590,750.0,1960,0.0,98146,1970,7800,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12053,258500.0,1800,9000,2.0,0.0,0.0,1800,0.0,1983,0.0,98003,1670,8486,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12056,230000.0,1190,9083,1.0,0.0,0.0,1190,0.0,1955,0.0,98198,1190,9450,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12057,252000.0,1400,6865,1.0,0.0,0.0,1400,0.0,1986,0.0,98038,1480,8125,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12067,218000.0,2010,7755,2.0,0.0,0.0,2010,0.0,1952,0.0,98178,1360,8037,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12073,313100.0,1730,12821,1.0,0.0,0.0,1730,0.0,1994,0.0,98001,1980,11336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12076,243000.0,1200,8034,1.0,0.0,0.0,1200,0.0,1975,0.0,98031,1270,7600,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
12079,281000.0,1280,12500,1.0,0.0,0.0,1060,220.0,1951,0.0,98178,1460,17771,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12088,287000.0,1450,6000,1.0,0.0,0.0,1450,0.0,1953,0.0,98118,1170,6464,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12093,287000.0,1980,7081,1.0,0.0,0.0,1470,510.0,1977,0.0,98032,1980,7081,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12100,210000.0,2180,28710,1.0,0.0,0.0,1180,1000.0,1950,0.0,98198,2180,28710,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12108,292000.0,2910,7712,1.0,0.0,0.0,1600,1310.0,1998,0.0,98002,2220,6649,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12122,245000.0,1580,8000,1.0,0.0,0.0,1040,540.0,1967,0.0,98003,1550,8000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12128,290000.0,2050,9015,2.0,0.0,0.0,2050,0.0,1973,0.0,98058,1780,8820,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12129,170000.0,790,6750,1.0,0.0,0.0,790,0.0,1944,0.0,98178,960,6298,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
12133,199950.0,700,5200,1.0,0.0,0.0,700,0.0,1952,0.0,98056,970,5200,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
12134,207000.0,860,7740,1.0,0.0,0.0,860,0.0,1960,0.0,98178,980,7200,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12140,225000.0,720,4758,1.0,0.0,0.0,720,0.0,1947,0.0,98126,990,4920,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12142,282500.0,1170,34925,1.0,0.0,0.0,1170,0.0,1942,0.0,98065,1610,28108,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12143,229950.0,1170,11960,1.0,0.0,0.0,1170,0.0,1969,0.0,98042,1230,9800,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12155,268000.0,2400,4564,2.0,0.0,0.0,2400,0.0,2004,0.0,98042,1880,4109,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
12168,310000.0,1780,6771,1.0,0.0,0.0,1230,550.0,1990,0.0,98106,1780,6771,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12170,242500.0,1550,1905,2.0,0.0,0.0,1550,0.0,2005,0.0,98055,1550,1866,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12171,235000.0,1270,7153,1.0,0.0,0.0,1270,0.0,1949,0.0,98055,1650,7153,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
12176,291970.0,680,21727,1.0,0.0,0.0,680,0.0,1952,1995.0,98058,1470,19406,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12181,166000.0,1120,17332,1.0,0.0,0.0,1120,0.0,1988,0.0,98001,1280,17334,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12186,229000.0,1190,7408,1.0,0.0,0.0,830,360.0,1941,0.0,98168,1140,7408,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12187,305000.0,900,7500,1.0,0.0,0.0,900,0.0,1946,0.0,98155,1470,7500,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12193,305000.0,2030,8000,2.0,0.0,0.0,2030,0.0,1997,0.0,98031,2290,7945,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12199,249000.0,1440,7673,1.0,0.0,0.0,940,500.0,1982,0.0,98031,1440,8418,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12203,310000.0,2060,8100,1.0,0.0,0.0,1310,750.0,1988,0.0,98198,1540,8100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12204,315000.0,1880,9163,2.0,0.0,0.0,1880,0.0,1981,0.0,98058,1900,7980,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12207,240000.0,1040,7800,1.0,0.0,0.0,1040,0.0,1948,0.0,98055,1780,8400,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12211,240000.0,1360,9760,1.5,0.0,0.0,1360,0.0,1984,0.0,98045,1310,11456,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
12213,215150.0,920,4770,1.0,0.0,0.0,920,0.0,1969,0.0,98042,920,4770,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12216,280000.0,1600,6700,2.0,0.0,0.0,1600,0.0,1991,0.0,98042,1790,7577,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12220,290000.0,850,6800,1.0,0.0,0.0,850,0.0,1948,0.0,98133,870,6800,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12222,245000.0,1530,7200,1.5,0.0,0.0,1400,130.0,1948,0.0,98178,1530,7200,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12223,255000.0,1320,7980,1.0,0.0,0.0,1320,0.0,1956,0.0,98178,2000,7700,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12224,310000.0,2320,7200,2.0,0.0,0.0,2320,0.0,1976,0.0,98155,2050,10000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12225,299000.0,960,8100,1.0,0.0,0.0,960,0.0,1955,0.0,98155,1080,8100,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12227,284000.0,1080,8214,1.0,0.0,0.0,1080,0.0,1944,0.0,98133,1850,13560,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12236,235000.0,1020,6173,1.0,0.0,0.0,780,240.0,1948,0.0,98168,1330,5909,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12239,209000.0,1070,6120,1.0,0.0,0.0,1070,0.0,1962,0.0,98168,1130,6120,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12241,285950.0,710,7120,1.0,0.0,0.0,710,0.0,1942,0.0,98146,1100,7020,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
12246,315000.0,1060,5750,1.0,0.0,0.0,1060,0.0,1981,0.0,98126,1080,5750,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12247,302200.0,1730,10396,1.0,0.0,0.0,1730,0.0,1964,0.0,98058,1510,10396,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12251,230000.0,870,7020,1.0,0.0,0.0,570,300.0,1942,0.0,98106,1730,7020,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
12259,310000.0,1880,5000,1.0,0.0,0.0,1100,780.0,1997,0.0,98106,1640,5000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
12263,226000.0,1520,7200,1.0,0.0,0.0,1030,490.0,1954,0.0,98166,1530,7201,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12268,275000.0,1650,7700,1.0,0.0,0.0,1650,0.0,1977,0.0,98023,2020,7700,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12273,290000.0,2000,13300,1.0,0.0,0.0,1200,800.0,1968,0.0,98001,1800,9810,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12274,305240.0,1300,9000,1.0,0.0,0.0,1300,0.0,1956,0.0,98133,1500,9600,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12287,310000.0,1950,9720,1.0,0.0,0.0,1400,550.0,1986,0.0,98031,2300,10530,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12288,173000.0,1200,8460,1.0,0.0,0.0,1200,0.0,1957,0.0,98188,1350,8623,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12289,313500.0,2240,94960,1.0,0.0,0.0,2240,0.0,1985,0.0,98045,1780,43400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
12293,206000.0,1140,9800,1.0,0.0,0.0,1140,0.0,1968,0.0,98001,1370,9800,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12296,250000.0,1628,286355,1.0,0.0,0.0,1628,0.0,1996,0.0,98092,1490,216344,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12297,246000.0,1990,203861,1.0,0.0,0.0,1990,0.0,1949,0.0,98022,2760,217800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12301,160000.0,1470,8682,1.0,0.0,0.0,1160,310.0,1985,0.0,98003,1670,8359,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12302,269000.0,1470,8682,1.0,0.0,0.0,1160,310.0,1985,0.0,98003,1670,8359,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12303,169500.0,1060,10023,1.0,0.0,0.0,1060,0.0,1962,0.0,98023,1060,10023,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12305,245560.0,1260,9693,1.0,0.0,0.0,1260,0.0,1957,0.0,98177,1800,9693,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12309,250000.0,1350,8548,1.0,0.0,0.0,1350,0.0,1985,0.0,98003,1660,8538,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
